"plot","year","visit","scientific_name","tot_intervals","sp_intervals","activity_rate","gridref","treatment","subcompartment","basal_area","dbh_average","dis_to_edge","tree_species","dis_broadleaf","stems_7.5cm_dbh","per_broadleaf_canopy","fallen_deadwood","deadwood_snags","canopy_openess","dom_understorey","dom_field_layer","bramble","bracken","forbs","grass","bare_ground","moss","brash_cover","leaf_litter","complexity_score","complexity_category","aspect","altitude"
93,2021,"2","Barbastella barbastellus",52,3,0.0576923076923077,"ST7642434434","PS","Tucking Mill Hanging",36,54.2,90.20297519,4,60,13,0,0,1,14.82,"Douglas Fir","Bracken","40-50%","70-80%","20-30%","1-10%","1-10%","50-60%","1-10%","70-80%",3,"Low",185.288867,198.7786201
93,2021,"2","Myotis mystacinus/brandtii",52,1,0.0192307692307692,"ST7642434434","PS","Tucking Mill Hanging",36,54.2,90.20297519,4,60,13,0,0,1,14.82,"Douglas Fir","Bracken","40-50%","70-80%","20-30%","1-10%","1-10%","50-60%","1-10%","70-80%",3,"Low",185.288867,198.7786201
93,2021,"2","Myotis daubentonii",52,4,0.0769230769230769,"ST7642434434","PS","Tucking Mill Hanging",36,54.2,90.20297519,4,60,13,0,0,1,14.82,"Douglas Fir","Bracken","40-50%","70-80%","20-30%","1-10%","1-10%","50-60%","1-10%","70-80%",3,"Low",185.288867,198.7786201
93,2021,"2","Nyctalus noctula",52,5,0.0961538461538462,"ST7642434434","PS","Tucking Mill Hanging",36,54.2,90.20297519,4,60,13,0,0,1,14.82,"Douglas Fir","Bracken","40-50%","70-80%","20-30%","1-10%","1-10%","50-60%","1-10%","70-80%",3,"Low",185.288867,198.7786201
93,2021,"2","Pipistrellus pygmaeus",52,5,0.0961538461538462,"ST7642434434","PS","Tucking Mill Hanging",36,54.2,90.20297519,4,60,13,0,0,1,14.82,"Douglas Fir","Bracken","40-50%","70-80%","20-30%","1-10%","1-10%","50-60%","1-10%","70-80%",3,"Low",185.288867,198.7786201
97,2021,"1","Myotis mystacinus/brandtii",56,1,0.0178571428571429,"ST7522433714","SDS","204a",18,44.2,114.4152694,8,18,6,0,4,0,71.5,"Hazel","Grasses","30-40%","30-40%","10-20%","50-60%","1-10%","1-10%","1-10%","20-30%",4,"Low",122.9974091,169.9733343
97,2021,"1","Plecotus auritus",56,6,0.107142857142857,"ST7522433714","SDS","204a",18,44.2,114.4152694,8,18,6,0,4,0,71.5,"Hazel","Grasses","30-40%","30-40%","10-20%","50-60%","1-10%","1-10%","1-10%","20-30%",4,"Low",122.9974091,169.9733343
97,2021,"1","Myotis nattereri",56,4,0.0714285714285714,"ST7522433714","SDS","204a",18,44.2,114.4152694,8,18,6,0,4,0,71.5,"Hazel","Grasses","30-40%","30-40%","10-20%","50-60%","1-10%","1-10%","1-10%","20-30%",4,"Low",122.9974091,169.9733343
97,2021,"1","Myotis daubentonii",56,1,0.0178571428571429,"ST7522433714","SDS","204a",18,44.2,114.4152694,8,18,6,0,4,0,71.5,"Hazel","Grasses","30-40%","30-40%","10-20%","50-60%","1-10%","1-10%","1-10%","20-30%",4,"Low",122.9974091,169.9733343
97,2021,"1","Nyctalus noctula",56,5,0.0892857142857143,"ST7522433714","SDS","204a",18,44.2,114.4152694,8,18,6,0,4,0,71.5,"Hazel","Grasses","30-40%","30-40%","10-20%","50-60%","1-10%","1-10%","1-10%","20-30%",4,"Low",122.9974091,169.9733343
97,2021,"1","Pipistrellus pygmaeus",56,7,0.125,"ST7522433714","SDS","204a",18,44.2,114.4152694,8,18,6,0,4,0,71.5,"Hazel","Grasses","30-40%","30-40%","10-20%","50-60%","1-10%","1-10%","1-10%","20-30%",4,"Low",122.9974091,169.9733343
97,2021,"1","Barbastella barbastellus",56,7,0.125,"ST7522433714","SDS","204a",18,44.2,114.4152694,8,18,6,0,4,0,71.5,"Hazel","Grasses","30-40%","30-40%","10-20%","50-60%","1-10%","1-10%","1-10%","20-30%",4,"Low",122.9974091,169.9733343
97,2021,"1","Pipistrellus pipistrellus",56,14,0.25,"ST7522433714","SDS","204a",18,44.2,114.4152694,8,18,6,0,4,0,71.5,"Hazel","Grasses","30-40%","30-40%","10-20%","50-60%","1-10%","1-10%","1-10%","20-30%",4,"Low",122.9974091,169.9733343
97,2021,"2","Plecotus auritus",44,1,0.0227272727272727,"ST7522433714","SDS","204a",18,44.2,114.4152694,8,18,6,0,4,0,71.5,"Hazel","Grasses","30-40%","30-40%","10-20%","50-60%","1-10%","1-10%","1-10%","20-30%",4,"Low",122.9974091,169.9733343
97,2021,"2","Myotis mystacinus/brandtii",44,3,0.0681818181818182,"ST7522433714","SDS","204a",18,44.2,114.4152694,8,18,6,0,4,0,71.5,"Hazel","Grasses","30-40%","30-40%","10-20%","50-60%","1-10%","1-10%","1-10%","20-30%",4,"Low",122.9974091,169.9733343
97,2021,"2","Eptesicus serotinus",44,6,0.136363636363636,"ST7522433714","SDS","204a",18,44.2,114.4152694,8,18,6,0,4,0,71.5,"Hazel","Grasses","30-40%","30-40%","10-20%","50-60%","1-10%","1-10%","1-10%","20-30%",4,"Low",122.9974091,169.9733343
97,2021,"2","Myotis daubentonii",44,3,0.0681818181818182,"ST7522433714","SDS","204a",18,44.2,114.4152694,8,18,6,0,4,0,71.5,"Hazel","Grasses","30-40%","30-40%","10-20%","50-60%","1-10%","1-10%","1-10%","20-30%",4,"Low",122.9974091,169.9733343
97,2021,"2","Pipistrellus pygmaeus",44,25,0.568181818181818,"ST7522433714","SDS","204a",18,44.2,114.4152694,8,18,6,0,4,0,71.5,"Hazel","Grasses","30-40%","30-40%","10-20%","50-60%","1-10%","1-10%","1-10%","20-30%",4,"Low",122.9974091,169.9733343
97,2021,"2","Myotis nattereri",44,6,0.136363636363636,"ST7522433714","SDS","204a",18,44.2,114.4152694,8,18,6,0,4,0,71.5,"Hazel","Grasses","30-40%","30-40%","10-20%","50-60%","1-10%","1-10%","1-10%","20-30%",4,"Low",122.9974091,169.9733343
97,2021,"2","Barbastella barbastellus",44,3,0.0681818181818182,"ST7522433714","SDS","204a",18,44.2,114.4152694,8,18,6,0,4,0,71.5,"Hazel","Grasses","30-40%","30-40%","10-20%","50-60%","1-10%","1-10%","1-10%","20-30%",4,"Low",122.9974091,169.9733343
97,2021,"2","Nyctalus noctula",44,11,0.25,"ST7522433714","SDS","204a",18,44.2,114.4152694,8,18,6,0,4,0,71.5,"Hazel","Grasses","30-40%","30-40%","10-20%","50-60%","1-10%","1-10%","1-10%","20-30%",4,"Low",122.9974091,169.9733343
97,2021,"2","Pipistrellus pipistrellus",44,39,0.886363636363636,"ST7522433714","SDS","204a",18,44.2,114.4152694,8,18,6,0,4,0,71.5,"Hazel","Grasses","30-40%","30-40%","10-20%","50-60%","1-10%","1-10%","1-10%","20-30%",4,"Low",122.9974091,169.9733343
